study,pmid,doi,vector,vector_subsp,vector_strain,vector_origin_country,vector_origin_locality,vector_origin_year,vector_gen,virus,viral_lineage,viral_strain,viral_gen_bank_accession,viral_origin_locality,viral_origin_year,viral_history_passage,viral_history_freshness,exposure_route,host_exp,host_lineage_origin,diagnostic_virem,titer,titer_units,dose,dose_units,temp_o_c_reared,temp_o_c_eit,dpi,coinfected,sample_31,diagnostic_32,number_tested_33,number_positive_34,sample_35,diagnostic_36,number_tested_37,number_positive_38,sample_39,diagnostic_40,number_tested_41,number_positive_42,sample_43,diagnostic_44,number_tested_45,number_positive_46,sample_47,diagnostic_48,number_tested_49,number_positive_50
Reisen et al. 2008 Am J Trop Med Hyg,18385369,10.4269/ajtmh.2008.78.681,Culex tarsalis,Coquillett,KNWR,United States of America,"Kern National Wildlife Refuge, Kern County",2003,NA,Western equine encephalitis virus,NA,IMP181,NA,"Salton Sea in Imperial County, California",NA,passage 2,NA,bloodmeal,NA,NA,NA,5.9log10,PFU/ml,NA,NA,22–24°C,26°C,14,no,body,qRT-PCR,25,24,saliva,plaque assay,25,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reisen et al. 2008 Am J Trop Med Hyg,18385369,10.4269/ajtmh.2008.78.681,Culex tarsalis,Coquillett,YOLO,United States of America,"Yolo by-pass, Sacramento River, Yolo County",2005,NA,Western equine encephalitis virus,NA,BFS1703,NA,"Bakersfield area of Kern County, California",NA,passage 2,NA,bloodmeal,NA,NA,NA,5.2log10,PFU/ml,NA,NA,22–24°C,26°C,14,no,body,qRT-PCR,17,14,saliva,plaque assay,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reisen et al. 2008 Am J Trop Med Hyg,18385369,10.4269/ajtmh.2008.78.681,Culex tarsalis,Coquillett,YOLO,United States of America,"Yolo by-pass, Sacramento River, Yolo County",2005,NA,Western equine encephalitis virus,NA,IMP181,NA,"Salton Sea in Imperial County, California",NA,passage 2,NA,bloodmeal,NA,NA,NA,5.7log10,PFU/ml,NA,NA,22–24°C,26°C,14,no,body,qRT-PCR,7,5,saliva,plaque assay,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,2,no,midgut,qRT-PCR,60,59,legs and wings,qRT-PCR,60,60,salivary glands,qRT-PCR,60,55,saliva,qRT-PCR,60,19,saliva,plaque assay,60,17
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,4,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,60,salivary glands,qRT-PCR,60,55,saliva,qRT-PCR,60,19,saliva,plaque assay,60,16
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,6,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,60,salivary glands,qRT-PCR,60,56,saliva,qRT-PCR,60,28,saliva,plaque assay,60,11
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,8,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,59,salivary glands,qRT-PCR,60,56,saliva,qRT-PCR,60,6,saliva,plaque assay,60,6
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,10,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,60,salivary glands,qRT-PCR,60,57,saliva,qRT-PCR,60,4,saliva,plaque assay,60,3
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,12,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,60,salivary glands,qRT-PCR,60,58,saliva,qRT-PCR,60,8,saliva,plaque assay,60,0
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,14,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,59,salivary glands,qRT-PCR,60,56,saliva,qRT-PCR,60,5,saliva,plaque assay,60,0
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,16,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,60,salivary glands,qRT-PCR,60,49,saliva,qRT-PCR,60,8,saliva,plaque assay,60,0
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,18,no,midgut,qRT-PCR,60,60,legs and wings,qRT-PCR,60,59,salivary glands,qRT-PCR,60,58,saliva,qRT-PCR,60,11,saliva,plaque assay,60,0
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Chikungunya virus,NA,99659, KJ451624.1,British Virgin Islands,NA,"Vero, 2 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,9000000,PFU/ml,NA,NA,28ºC,28ºC,20,no,midgut,qRT-PCR,50,47,legs and wings,qRT-PCR,50,48,salivary glands,qRT-PCR,50,47,saliva,qRT-PCR,50,0,saliva,plaque assay,50,0
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,2,no,midgut,qRT-PCR,30,29,legs and wings,qRT-PCR,30,21,salivary glands,qRT-PCR,30,13,saliva,qRT-PCR,30,1,saliva,plaque assay,30,1
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,4,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,26,salivary glands,qRT-PCR,30,25,saliva,qRT-PCR,30,1,saliva,plaque assay,30,0
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,6,no,midgut,qRT-PCR,30,28,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,30,saliva,qRT-PCR,30,10,saliva,plaque assay,30,4
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,8,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,30,saliva,qRT-PCR,30,10,saliva,plaque assay,30,6
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,10,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,29,saliva,qRT-PCR,30,12,saliva,plaque assay,30,11
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,12,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,30,saliva,qRT-PCR,30,18,saliva,plaque assay,30,14
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,14,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,29,saliva,qRT-PCR,30,16,saliva,plaque assay,30,14
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,16,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,29,salivary glands,qRT-PCR,30,29,saliva,qRT-PCR,30,16,saliva,plaque assay,30,12
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,18,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,30,saliva,qRT-PCR,30,19,saliva,plaque assay,30,10
Robison et al. 2020 Am J Trop Med Hyg,32431284,10.4269/ajtmh.20-0143,Aedes aegypti,NA,NA,Mexico,Poza Rica,2012,NA,Zika virus,NA,PRVABC59,KU501215.1,Puerto Rico,NA,"Vero, 4 passages","frozen, -80ºC",bloodmeal,NA,NA,NA,15000000,PFU/ml,NA,NA,28ºC,28ºC,20,no,midgut,qRT-PCR,30,30,legs and wings,qRT-PCR,30,30,salivary glands,qRT-PCR,30,30,saliva,qRT-PCR,30,16,saliva,plaque assay,30,12
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,yes,body,plaque assay,40,36,legs,plaque assay,40,8,saliva,plaque assay,40,8,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,yes,body,plaque assay,47,33,legs,plaque assay,47,3,saliva,plaque assay,47,3,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,yes,body,plaque assay,40,37,legs,plaque assay,40,8,saliva,plaque assay,40,1,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,yes,body,plaque assay,44,15,legs,plaque assay,44,6,saliva,plaque assay,44,2,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,yes,body,plaque assay,38,33,legs,plaque assay,38,14,saliva,plaque assay,38,2,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,yes,body,plaque assay,40,35,legs,plaque assay,40,10,saliva,plaque assay,40,10,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,yes,body,plaque assay,40,26,legs,plaque assay,40,4,saliva,plaque assay,40,3,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,yes,body,plaque assay,41,17,legs,plaque assay,41,3,saliva,plaque assay,41,2,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,yes,body,plaque assay,33,23,legs,plaque assay,33,15,saliva,plaque assay,33,14,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,yes,body,plaque assay,40,32,legs,plaque assay,40,14,saliva,plaque assay,40,9,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,yes,body,plaque assay,40,35,legs,plaque assay,40,18,saliva,plaque assay,40,9,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,yes,body,plaque assay,24,8,legs,plaque assay,24,5,saliva,plaque assay,24,3,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,yes,body,plaque assay,39,28,legs,plaque assay,39,18,saliva,plaque assay,39,16,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,yes,body,plaque assay,40,32,legs,plaque assay,40,18,saliva,plaque assay,40,6,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,yes,body,plaque assay,40,35,legs,plaque assay,40,12,saliva,plaque assay,40,10,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex pipiens,NA,NA,United States of America,"Chicago, Illinois",2010,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,yes,body,plaque assay,45,19,legs,plaque assay,45,9,saliva,plaque assay,45,7,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,48,48,legs,plaque assay,48,12,saliva,plaque assay,48,10,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,40,40,legs,plaque assay,40,0,saliva,plaque assay,40,0,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,40,40,legs,plaque assay,40,0,saliva,plaque assay,40,0,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,48,45,legs,plaque assay,48,0,saliva,plaque assay,48,0,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,48,48,legs,plaque assay,48,24,saliva,plaque assay,48,17,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,40,37,legs,plaque assay,40,3,saliva,plaque assay,40,2,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,40,40,legs,plaque assay,40,10,saliva,plaque assay,40,4,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,44,40,legs,plaque assay,44,7,saliva,plaque assay,44,6,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,47,47,legs,plaque assay,47,33,saliva,plaque assay,47,17,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,40,40,legs,plaque assay,40,8,saliva,plaque assay,40,3,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,40,40,legs,plaque assay,40,9,saliva,plaque assay,40,7,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,48,47,legs,plaque assay,48,35,saliva,plaque assay,48,32,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,48,48,legs,plaque assay,48,46,saliva,plaque assay,48,46,NA,NA,NA,NA,NA,NA,NA,NA
